"country","day","term","rank","repetitions"
"1962","India","2024-06-16","UPSC Prelims 2024",4,72
"1963","India","2024-06-16","Super 8 T20 World Cup",5,72
"1964","India","2024-06-17","House of the Dragon",1,108
"1965","India","2024-06-17","Eid-ul-Adha",2,108
"1966","India","2024-06-17","Eid",3,108
"1967","India","2024-06-17","Centipede",4,108
"1968","India","2024-06-17","Nirjala Ekadashi 2024",5,108
"1969","India","2024-06-18","New Zealand vs Papua New Guinea",1,108
"1970","India","2024-06-18","Train Accident",2,108
"1971","India","2024-06-18","Train accident today",3,108
"1972","India","2024-06-18","Belgium",4,108
"1973","India","2024-06-18","House of the Dragon",5,108
"1974","India","2024-06-19","South Africa vs United States",1,108
"1975","India","2024-06-19","West Indies vs Afghanistan",2,108
"1976","India","2024-06-19","Vladimir Putin",3,108
"1977","India","2024-06-19","Alka Yagnik",4,108
"1978","India","2024-06-19","Haris Rauf",5,108
"1979","India","2024-06-20","Smriti Mandhana",1,108
"1980","India","2024-06-20","Germany vs Hungary",2,108
"1981","India","2024-06-20","UGC NET",3,108
"1982","India","2024-06-20","Croatia vs Albania",4,108
"1983","India","2024-06-20","Nvidia",5,108
"1984","India","2024-06-21","IND vs BAN",1,108
"1985","India","2024-06-21","David Johnson",2,108
"1986","India","2024-06-21","Arvind Kejriwal",4,108
"1987","India","2024-06-21","Copa América",5,108
"1988","India","2024-06-22","India vs Bangladesh",1,108
"1989","India","2024-06-22","Copa america",2,108
"1990","India","2024-06-22","Rohit Sharma",3,108
"1991","India","2024-06-22","Rishabh Pant",4,108
"1992","India","2024-06-22","England vs South Africa",5,108
"1993","India","2024-06-23","Hardik Pandya",1,108
"1994","India","2024-06-23","AFG vs AUS",2,108
"1995","India","2024-06-23","PM Modi",3,108
"1996","India","2024-06-23","Shai Hope",4,108
"1997","India","2024-06-23","Portugal",5,108
"1998","India","2024-06-24","India vs Australia",1,144
"1999","India","2024-06-24","IND vs AUS",2,144
"2000","India","2024-06-24","AFG vs BAN",3,144
"2001","India","2024-06-24","AUS vs IND",4,144
"2002","India","2024-06-24","USA vs ENG",5,144
"2003","India","2024-06-25","West Indies vs South Africa",2,144
"2004","India","2024-06-25","SSC CGL",3,144
"2005","India","2024-06-25","Quant Mutual Fund",4,144
"2006","India","2024-06-25","Stanley Lifestyles IPO GMP",5,144
"2007","India","2024-06-26","Cricket",1,144
"2008","India","2024-06-26","Sports",2,144
"2009","India","2024-06-26","Om Birla",3,144
"2010","India","2024-06-26","IND vs ENG",4,144
"2011","India","2024-06-26","Arshdeep Singh",5,144
"2012","India","2024-06-27","Afghanistan vs South Africa",1,144
"2013","India","2024-06-27","PM Modi",2,144
"2014","India","2024-06-27","South Africa vs Afghanistan",3,144
"2015","India","2024-06-27","Delhi Arvind Kejriwal",4,144
"2016","India","2024-06-27","Arvind Kejriwal",5,144
"2017","India","2024-06-28","Kalki 2898 AD",2,144
"2018","India","2024-06-28","India vs South Africa",3,144
"2019","India","2024-06-28","IND बनाम ENG",4,144
"2020","India","2024-06-28","Sam Pitroda",5,144
"2021","Indonesia","2024-06-03","Venezia",1,34
"2022","Indonesia","2024-06-03","Persija",2,34
"2023","Indonesia","2024-06-03","Inter Miami vs St Louis City",3,34
"2024","Indonesia","2024-06-03","Indonesia",4,34
"2025","Indonesia","2024-06-03","Indonesia vs Irak",5,34
"2026","Indonesia","2024-06-04","Indonesia vs Ukraina",1,34
"2027","Indonesia","2024-06-04","PPDB Jabar",2,34
"2028","Indonesia","2024-06-04","Bambang Susantono",3,34
"2029","Indonesia","2024-06-04","Gaji 13 kapan cair",4,34
"2030","Indonesia","2024-06-04","Razman Arif Nasution",5,34
"2031","Indonesia","2024-06-05","Portugal vs Finlandia",1,34
"2032","Indonesia","2024-06-05","Inggris vs Bosnia dan Herzegovina",2,34
"2033","Indonesia","2024-06-05","Jadwal Timnas Indonesia",3,34
"2034","Indonesia","2024-06-05","Indonesia vs Ukraina U20",4,34
"2035","Indonesia","2024-06-05","Jadwal Timnas",5,34
"2036","Indonesia","2024-06-06","Indonesia vs Irak",1,34
"2037","Indonesia","2024-06-06","Kualifikasi Piala Dunia",2,34
"2038","Indonesia","2024-06-06","MPL",3,34
"2039","Indonesia","2024-06-06","Redmi 13",4,34
"2040","Indonesia","2024-06-06","Viral anak baju biru",5,34
"2041","Indonesia","2024-06-07","Indonesia vs Irak",1,34
"2042","Indonesia","2024-06-07","Vietnam vs Filipina",2,34
"2043","Indonesia","2024-06-07","Indonesia",3,34
"2044","Indonesia","2024-06-07","Indonesia vs Panama",4,34
"2045","Indonesia","2024-06-07","Spanyol vs Andorra",5,34
"2046","Indonesia","2024-06-08","Hierarchy Drama",1,34
"2047","Indonesia","2024-06-08","Puasa Dzulhijjah 2024",2,34
"2048","Indonesia","2024-06-08","Idul Adha 2024 Muhammadiyah",3,34
"2049","Indonesia","2024-06-08","Prajogo Pangestu",4,34
"2050","Indonesia","2024-06-08","Kate Middleton",5,34
"2051","Indonesia","2024-06-09","Jepang U-19 vs Tim nasional sepak Bola U-20 Indonesia",1,34
"2052","Indonesia","2024-06-09","Inggris vs Islandia",2,34
"2053","Indonesia","2024-06-09","Jerman vs Yunani",3,34
"2054","Indonesia","2024-06-09","Kim Bora",4,34
"2055","Indonesia","2024-06-09","Portugal vs",5,34
"2056","Indonesia","2024-06-10","Argentina vs Ekuador",1,68
"2057","Indonesia","2024-06-10","Meksiko vs Brasil",2,68
"2058","Indonesia","2024-06-10","Polwan Bakar Suami",3,68
"2059","Indonesia","2024-06-10","Dana",4,68
"2060","Indonesia","2024-06-10","Nomor Induk Kependudukan",5,68
"2061","Indonesia","2024-06-11","Indonesia Vs Filipina",1,68
"2062","Indonesia","2024-06-11","PPDB Jateng 2024",2,68
"2063","Indonesia","2024-06-11","Infinix",3,68
"2064","Indonesia","2024-06-11","Simon Aloysius Mantiri",4,68
"2065","Indonesia","2024-06-11","Ipar Adalah Maut",5,68
"2066","Indonesia","2024-06-12","Portugal vs Irlandia",1,68
"2067","Indonesia","2024-06-12","Adrian Ugelvik",2,68
"2068","Indonesia","2024-06-12","Maxime",3,68
"2069","Indonesia","2024-06-12","Olahraga",4,68
"2070","Indonesia","2024-06-12","SMPN 216 Jakarta",5,68
"2071","Indonesia","2024-06-13","Maarten Paes",1,68
"2072","Indonesia","2024-06-13","Irak",2,68
"2073","Indonesia","2024-06-13","Portugal vs Irlandia",3,68
"2074","Indonesia","2024-06-13","Adrian Ugelvik",4,68
"2075","Indonesia","2024-06-13","Maxime",5,68
"2076","Indonesia","2024-06-14","Jadwal Euro 2024",1,68
"2077","Indonesia","2024-06-14","Pengumuman SNBT 2024",2,68
"2078","Indonesia","2024-06-14","Puasa Arafah",3,68
"2079","Indonesia","2024-06-14","NMAX Turbo",4,68
"2080","Indonesia","2024-06-14","Puasa Tarwiyah dan Arafah 2024",5,68
"2081","Indonesia","2024-06-15","Euro 2024",1,68
"2082","Indonesia","2024-06-15","Hasil Euro 2024",2,68
"2083","Indonesia","2024-06-15","Niat puasa Tarwiyah",3,68
"2084","Indonesia","2024-06-15","Argentina vs Guatemala",4,68
"2085","Indonesia","2024-06-15","Niat puasa Idul Adha",5,68
"2086","Indonesia","2024-06-16","Polandia vs Belanda",1,68
"2087","Indonesia","2024-06-16","Piala Eropa",2,68
"2088","Indonesia","2024-06-16","Hasil Euro 2024",3,68
"2089","Indonesia","2024-06-16","Jerman vs Skotlandia",4,68
"2090","Indonesia","2024-06-16","Italia vs Albania",5,68
"2091","Indonesia","2024-06-17","Niat sholat Idul Adha",1,102
"2092","Indonesia","2024-06-17","Serbia vs Inggris",2,102
"2093","Indonesia","2024-06-17","Ucapan Idul Adha 2024",3,102
"2094","Indonesia","2024-06-17","Selamat hari raya Idul Adha 2024",4,102
"2095","Indonesia","2024-06-17","Slovenia vs Denmark",5,102
"2096","Indonesia","2024-06-18","Austria vs Prancis",1,102
"2097","Indonesia","2024-06-18","Belgia Vs Slovakia",2,102
"2098","Indonesia","2024-06-18","Rumania vs Ukraina",3,102
"2099","Indonesia","2024-06-18","Elaelo",4,102
"2100","Indonesia","2024-06-18","Nicolae Stanciu",5,102
"2101","Indonesia","2024-06-19","Portugal Vs Ceko",1,102
"2102","Indonesia","2024-06-19","Turki vs Georgia",2,102
"2103","Indonesia","2024-06-19","France",3,102
"2104","Indonesia","2024-06-19","Boston Celtics",4,102
"2105","Indonesia","2024-06-19","Premier League",5,102
"2106","Indonesia","2024-06-20","Kroasia vs Albania",1,102
"2107","Indonesia","2024-06-20","PPDB Jabar",2,102
"2108","Indonesia","2024-06-20","Jerman vs",3,102
"2109","Indonesia","2024-06-20","Skotlandia vs Swiss",4,102
"2110","Indonesia","2024-06-20","Kim Jong Un",5,102
"2111","Indonesia","2024-06-21","Argentina vs Kanada",1,102
"2112","Indonesia","2024-06-21","Denmark vs Inggris",2,102
"2113","Indonesia","2024-06-21","Belanda vs Prancis",3,102
"2114","Indonesia","2024-06-21","Slovenia vs Serbia",4,102
"2115","Indonesia","2024-06-21","Italia vs Spanyol",5,102
"2116","Indonesia","2024-06-22","Turki vs Portugal",1,102
"2117","Indonesia","2024-06-22","Belanda vs Prancis",2,102
"2118","Indonesia","2024-06-22","Indonesia U-16",3,102
"2119","Indonesia","2024-06-22","Polandia vs Austria",4,102
"2120","Indonesia","2024-06-22","Slowakia vs Ukraina",5,102
"2121","Indonesia","2024-06-23","Belgia vs Rumania",2,102
"2122","Indonesia","2024-06-23","Byon Combat 3",3,102
"2123","Indonesia","2024-06-23","Timnas U-16",4,102
"2124","Indonesia","2024-06-23","F1",5,102
"2125","Indonesia","2024-06-24","Indonesia U-16",1,136
"2126","Indonesia","2024-06-24","Swiss vs Jerman",2,136
"2127","Indonesia","2024-06-24","Skotlandia Vs Hongaria",3,136
"2128","Indonesia","2024-06-24","Uruguay vs Panama",4,136
"2129","Indonesia","2024-06-24","Video",5,136
"2130","Indonesia","2024-06-25","Indonesia U-16",1,136
"2131","Indonesia","2024-06-25","PPDB Jateng",2,136
"2132","Indonesia","2024-06-25","Brasil vs Kosta Rika",3,136
"2133","Indonesia","2024-06-25","Gmail",4,136
"2134","Indonesia","2024-06-25","Albania vs Spanyol",5,136
"2135","Indonesia","2024-06-26","Chili vs Argentina",1,136
"2136","Indonesia","2024-06-26","Inggris vs Slovenia",2,136
"2137","Indonesia","2024-06-26","Denmark vs Serbia",3,136
"2138","Indonesia","2024-06-26","Austria",4,136
"2139","Indonesia","2024-06-26","Kolombia vs Paraguay",5,136
"2140","Indonesia","2024-06-27","Georgia vs Portugal",1,136
"2141","Indonesia","2024-06-27","Indonesia U-16",2,136
"2142","Indonesia","2024-06-27","Portugal vs Georgia",3,136
"2143","Indonesia","2024-06-27","Ceko vs Turki",4,136
"2144","Indonesia","2024-06-27","Ukraina vs Belgia",5,136
"2145","Indonesia","2024-06-28","Indonesia U-16",1,136
"2146","Indonesia","2024-06-28","Indonesia",2,136
"2147","Indonesia","2024-06-28","Uruguay vs Bolivia",3,136
"2148","Indonesia","2024-06-28","Bruno Mars Jakarta",4,136
"2149","Indonesia","2024-06-28","Hinsa Siburian",5,136
"2150","Israel","2024-06-03","האח הגדול",2,6
"2151","Israel","2024-06-03","יום ירושלים",3,6
"2152","Israel","2024-06-03","דניאל גרינברג",4,6
"2153","Israel","2024-06-03","מאיה קיי",5,6
"2154","Israel","2024-06-04","רוקדים עם כוכבים",3,6
"2155","Israel","2024-06-04","גאולה אבן",4,6
"2156","Israel","2024-06-05","אמבפה",1,6
"2157","Israel","2024-06-05","יוסי יהושוע",2,6
"2158","Israel","2024-06-05","הרב זמיר כהן",3,6
"2159","Israel","2024-06-05","שריפות בצפון",4,6
"2160","Israel","2024-06-05","קריית שמונה",5,6
"2161","Israel","2024-06-06","חורפיש",1,6
"2162","Israel","2024-06-06","איציק זוהר",2,6
"2163","Israel","2024-06-07","גיא תימור",1,6
"2164","Israel","2024-06-07","אתי אלבוים",2,6
"2165","Israel","2024-06-07","מסעדת אמא",3,6
"2166","Israel","2024-06-07","אסא כשר",4,6
"2167","Israel","2024-06-07","בחורים רעים",5,6
"2168","Israel","2024-06-08","מכבי חיפה",2,6
"2169","Israel","2024-06-08","הפועל תל אביב",3,6
"2170","Israel","2024-06-08","איציק זוהר סרטון",4,6
"2171","Israel","2024-06-08","אבנר נתניהו",5,6
"2172","Israel","2024-06-09","אבא של אלמוג מאיר",5,6
"2173","Israel","2024-06-10","האח הגדול",1,12
"2174","Israel","2024-06-10","מאסטר שף",2,12
"2175","Israel","2024-06-10","אבי רוזנפלד",3,12
"2176","Israel","2024-06-10","עוגת גבינה",4,12
"2177","Israel","2024-06-10","מתכונים לשבועות",5,12
"2178","Israel","2024-06-11","חוק הגיוס",2,12
"2179","Israel","2024-06-11","בני גנץ",3,12
"2180","Israel","2024-06-11","אסף אמדורסקי",4,12
"2181","Israel","2024-06-11","הפרלמנט האירופי",5,12
"2182","Israel","2024-06-12","יאיר לוין",2,12
"2183","Israel","2024-06-12","בלינצ'ס",3,12
"2184","Israel","2024-06-12","נבחרת ישראל",4,12
"2185","Israel","2024-06-12","תיקון ליל שבועות",5,12
"2186","Israel","2024-06-13","חג שבועות",1,12
"2187","Israel","2024-06-13","יאיר לוין",2,12
"2188","Israel","2024-06-13","בלינצ'ס",3,12
"2189","Israel","2024-06-13","נבחרת ישראל",4,12
"2190","Israel","2024-06-13","תיקון ליל שבועות",5,12
"2191","Israel","2024-06-14","יוליה שמאלוב ברקוביץ",1,12
"2192","Israel","2024-06-14","רוקדים עם כוכבים",2,12
"2193","Israel","2024-06-14","יזהר שי",3,12
"2194","Israel","2024-06-14","קצרין",4,12
"2195","Israel","2024-06-14","בני גנץ",5,12
"2196","Israel","2024-06-15","רותי רוסו",3,12
"2197","Israel","2024-06-15","תום נשר",4,12
"2198","Israel","2024-06-15","משחקי יורו 2024",5,12
"2199","Israel","2024-06-16","צור אברהם",2,12
"2200","Israel","2024-06-16","ספרד - קרואטיה",3,12
"2201","Israel","2024-06-16","חג הקורבן",4,12
"2202","Israel","2024-06-16","הפועל ת״א נגד מכבי ת״א",5,12
"2203","Israel","2024-06-17","חוק הרבנים",2,18
"2204","Israel","2024-06-17","אנגליה",3,18
"2205","Israel","2024-06-17","סלובניה",4,18
"2206","Israel","2024-06-17","איתן קופלוביץ",5,18
"2207","Israel","2024-06-18","צרפת אוסטריה",3,18
"2208","Israel","2024-06-18","דנית גרינברג",4,18
"2209","Israel","2024-06-18","אליהו רביבו",5,18
"2210","Israel","2024-06-19","פורטוגל",2,18
"2211","Israel","2024-06-19","רננה רז",4,18
"2212","Israel","2024-06-19","ארדה גולר",5,18
"2213","Israel","2024-06-20","קפריסין",1,18
"2214","Israel","2024-06-20","אלבניה",2,18
"2215","Israel","2024-06-20","עופר וינטר",3,18
"2216","Israel","2024-06-20","Juneteenth",4,18
"2217","Israel","2024-06-20","יוליה שמאלוב-ברקוביץ",5,18
"2218","Israel","2024-06-21","עין השלושה",1,18
"2219","Israel","2024-06-21","אגם בוחבוט",2,18
"2220","Israel","2024-06-21","ספרד איטליה",3,18
"2221","Israel","2024-06-21","Donald Sutherland",4,18
"2222","Israel","2024-06-21","דונלד סאת'רלנד",5,18
"2223","Israel","2024-06-22","ללי דרעי",1,18
"2224","Israel","2024-06-22","בן אל תבורי",2,18
"2225","Israel","2024-06-22","קופה אמריקה",3,18
"2226","Israel","2024-06-22","אמבפה",4,18
"2227","Israel","2024-06-22","ארמניה",5,18
"2228","Israel","2024-06-23","רונאלדו",1,18
"2229","Israel","2024-06-23","קדחת הנילוס",2,18
"2230","Israel","2024-06-23","בלגיה רומניה",3,18
"2231","Israel","2024-06-23","נטע ברזילי",4,18
"2232","Israel","2024-06-23","אמנון מוכתר",5,18
"2233","Israel","2024-06-24","דנית גרינברג",1,24
"2234","Israel","2024-06-24","יולן כהן",2,24
"2235","Israel","2024-06-24","וסרלאוף",3,24
"2236","Israel","2024-06-24","רפי אדרי",5,24
"2237","Israel","2024-06-25","קרואטיה",1,24
"2238","Israel","2024-06-25","מסי",2,24
"2239","Israel","2024-06-25","בנימין נתניהו",3,24
"2240","Israel","2024-06-25","פאלו אלטו",4,24
"2241","Israel","2024-06-25","בת חפר",5,24
"2242","Israel","2024-06-26","קדחת הנילוס",1,24
"2243","Israel","2024-06-26","אנגליה נגד סלובניה",2,24
"2244","Israel","2024-06-26","אור לוי",3,24
"2245","Israel","2024-06-26","סלובניה",4,24
"2246","Israel","2024-06-26","חוצות היוצר",5,24
"2247","Israel","2024-06-27","H&M",1,24
"2248","Israel","2024-06-27","דני אבדיה",2,24
"2249","Israel","2024-06-27","סלין דיון",3,24
"2250","Israel","2024-06-27","טל מורד",4,24
"2251","Israel","2024-06-27","גילה גמליאל",5,24
"2252","Israel","2024-06-28","אדם",1,24
"2253","Israel","2024-06-28","ביידן",2,24
"2254","Israel","2024-06-28","בית ג'אן",5,24
"2255","Italy","2024-06-03","Sinner oggi",1,20
"2256","Italy","2024-06-03","Festa della Repubblica Italiana",2,20
"2257","Italy","2024-06-03","Atalanta-Fiorentina",3,20
"2258","Italy","2024-06-03","Venezia-Cremonese",4,20
"2259","Italy","2024-06-03","Vicenza Avellino",5,20
"2260","Italy","2024-06-04","Djokovic",1,20
"2261","Italy","2024-06-04","Italia-Turchia",2,20
"2262","Italy","2024-06-04","Commissari esterni Maturità 2024",3,20
"2263","Italy","2024-06-04","Zverev",4,20
"2264","Italy","2024-06-04","Cerundolo",5,20
"2265","Italy","2024-06-05","Italia-Turchia",1,20
"2266","Italy","2024-06-05","Massimo Troisi",2,20
"2267","Italy","2024-06-05","Sinner Roland Garros 2024",3,20
"2268","Italy","2024-06-05","Miur commissari esterni",4,20
"2269","Italy","2024-06-05","Sinner Dimitrov Roland Garros",5,20
"2270","Italy","2024-06-06","Isola dei Famosi",1,20
"2271","Italy","2024-06-06","Sinner Roland Garros",2,20
"2272","Italy","2024-06-06","Italia",3,20
"2273","Italy","2024-06-06","Vasco Rossi",4,20
"2274","Italy","2024-06-06","Errani",5,20
"2275","Italy","2024-06-07","Vladimir Putin",1,20
"2276","Italy","2024-06-07","Zirkzee",2,20
"2277","Italy","2024-06-07","Zverev",3,20
"2278","Italy","2024-06-07","Sabalenka",4,20
"2279","Italy","2024-06-07","Sbarco in Normandia",5,20
"2280","Italy","2024-06-08","Tennis Sinner",1,20
"2281","Italy","2024-06-08","Sinner Alcaraz",2,20
"2282","Italy","2024-06-08","Come votare alle elezioni a italia",3,20
"2283","Italy","2024-06-08","Paolini oggi",4,20
"2284","Italy","2024-06-08","F1",5,20
"2285","Italy","2024-06-09","Come votare alle elezioni in Italia",1,20
"2286","Italy","2024-06-09","Elezioni Europee 2024",2,20
"2287","Italy","2024-06-09","Elezioni europee",3,20
"2288","Italy","2024-06-09","Risultati elettorali a Unione europea",4,20
"2289","Italy","2024-06-09","Europee 2024",5,20
"2290","Italy","2024-06-10","Elezioni europee 2024",1,40
"2291","Italy","2024-06-10","Ppe",2,40
"2292","Italy","2024-06-10","Risultati elezioni",3,40
"2293","Italy","2024-06-10","F1",4,40
"2294","Italy","2024-06-10","Macron",5,40
"2295","Italy","2024-06-11","Ilaria Salis",1,40
"2296","Italy","2024-06-11","Exit poll",2,40
"2297","Italy","2024-06-11","Ecr",3,40
"2298","Italy","2024-06-11","Apple",4,40
